text	subject_id
magnet station a set of station designed to deepen understanding of magnet standard at a third grade level	0
reading fluency tracking used to track and maintain orf record	0
simulation game team sample the simulation game draw inspiration from sid meier civilization® beyond earth using text and image content for educational purpose only it represents a council of human that are to decide the future of the colony on a new planet	0
nba number ela in nba number student use real information on their favorite basketball team to practice informational writing a medium relation coordinator for the team they have to prepare their player for an end of season press conference and write a review of the season the task end with the opportunity to develop informational writing in several different way this performance task ha different edition for all 30 basketball team	0
multiplication this certified playlist provides practice solving word problem with multiplication and division	1
fraction adding and subtracting w or video resource this ha pre-and post assessment for adding and subtracting fraction at a 5th grade level there are also link to video to help student learn this concept you may want to supplement with extra question between the assessment	1
advice and opinion with should and should net modal 2 one point grammar lesson 1 12 1 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
part of a plant this interactive thing link image ha link to help you learn the part of a plant some link become inactive over time and need to be redone if you post to the product i will change bad link or you can remix this image a your own i always make mine free and re mixable you can make your own copy and add or remove content anytime	0
math behind michael jordan hangtime ted talk with hungry teacher math lesson highlighting how to calculate michael jordan hang time includes watch dig deeper think discus section	1
slavery project introduction y 8 independent learning project on the transatlantic slave trade	0
booknotes for macbeth about studymode studymode is the world largest learning community for student we we are founded in 1999 on the idea that learning is mean to be social we have built a platform for student to find to create and to share over 100m flashcard and 2m research document on common school subject studymode book note maybe you missed a class or maybe you just can not quite comprehend stream of consciousness style either way studymode com ha you covered when it come to free book note on the most widely read book in high school and college curriculum macbeth book note provide professionally written book summary including character plot summary analysis of major theme and a discussion of important theme and symbol you will also find quiz discussion question and suggested reading list to enhance your understanding of the material	0
three digital photography activity for ela classroom use digital photography technology to help student grasp literary concept in ela like narrative characterization and literary device includes a digital photography per or post-assessment three activity for using digital photography rubric and common core standard correlation	0
highway hybrid in highway hybrid student use automobile and fuel economy data to practice multiplying and dividing decimal number comparing decimal and solving multi-step word problem with fraction a marketing executive they must analyze the value of hybrid car to determine if they are worth the money this performance task ha edition for 12 different make of car including audi acura and toyota	1
call to the major baseball team in call to the major student use minor league baseball data to practice converting fraction to long division identifying unit rate and generating equivalent ratio a statistician they will try to evaluate the play of minor league baseball player to determine if they could help the major league team this performance task ha different edition for 25 mlb team including the st louis cardinal san francisco giant kansa city royal and boston red sox	1
log for multiplication practice weekly log to record fact practice once student demonstrate mastery they no longer are required to complete log	1
packing light country in packing light student use international financial and measurement conversion to practice converting unit of measurement calculating volume given the area of a face and a length and adding volume measurement together to find total volume a photojournalist they must determine if they will be able to pack their bag with all the necessary camera equipment for their trip this performance task ha different edition for 11 country	1
symbaloo web mix of google android and google chrome app and tool this symbolical web mix includes link to both google chrome and google android classroom help on opposite side of screen	0
medium quiz association quiz association	0
probable passage worksheet for chapter 7 section 2 glencoe biology probable passage and gist worksheet specifically for glencoe biology chapter 7 section 2 the probable passage and gist section could be altered to fit any chapter in any science text book	0
flight unit plan page 5 this section contains an exploratory activity or experimentation focusing on developing a human model to represent the force of flight and how they are manipulated by moving part of the human model airplane	0
word problem lesson 2 subtraction this screen cast model how to analyze word problem to choose the correct operation when multiple step are required to solve	1
a christmas carol note-taking template this is a template for student to write their note in when reading a christmas carol by charles dickens i give them one sheet for each of the stave	0
direct variation model a sample application this video demonstrates a sample use of direct variation model this is a resource from the ck-12 library	1
multiplying polynomial interactive multiplying polynomial interactive this resource is from the ck-12 library	1
build your own 500 dollar haircut a worksheet that explores value added personal service and what type of service and expectation customer would have from a high-end salon and service	0
sat math geometry practice 1 6 sat math geometry practice 1 6 video this resource is from the ck-12 library	1
perfect cap uefa in perfect cap uefa student use data of baseball cap to practice calculating circumference and arc length determining a central angle using the law of cosine and determining the length of an arc given it chord and radius a fashion designer for new era they must develop a new line of hat for professional european soccer team this performance task ha edition for 8 different uefa team including arsenal madrid and barcelona	1
dancing for the star popular artist in dancing with the star student use information on the tour of their favorite artist to practice classifying shape and identifying symmetry a choreographer they have to identify dance formation that would be symmetrical and identify shape to explain them to their backing dancer this performance task ha different edition for 14 popular artist including taylor swift beyonce and pharrell	1
number ppt on croatian language	1
cold war war in korea and vietnam power point and keynote presentation mr harm ha designed a number of powerpoint and keynote presentation to help student understand history designed by a teacher for teacher this powerpoint focus on war in korea and vietnam this presentation is designed to give them an overview of the event leading up to and during the war in korea and vietnam student will be shown map animation and description of some of the major event surrounding the war in korea and vietnam the presentation is totally customizable allowing you to add your own picture graphic and animation to take what we have done even farther it come with presentation note to help you discus the subject and engage them in the event of the cold war at le than $ 4 00 it will save you time and lay the foundation for presentation that help student understand and remember the topic include cold war korean war 38th parallel douglas macarthur united nation china harry truman north korea south korea vietnam war france united state ho chih minh communism dien bien phu domino theory north vietnam south vietnam ngo dinh diem vietcong tet offensive vietnamization richard nixon cambodia khmer rouge lao pol pot number of slide 36 included in the presentation package 1 keynote presentation 2 power point presentation 3 text edit file of the outline of the presentation and presenter note the package is a digital download zip file of these three item we have a number of powerpoints related to the cold war hundred of teacher are using these lesson plan to bring history to life for student source mcdougal littel world history pattern of interaction perspective on the present restructuring the post war world chapter 33 section 3 war in korea and vietnam go here to learn more	0
conservation and the race to save biodiversity discover the wealth of option available in the vital race to protect biodiversity to learn more about this course and the california academy of science please visit	0
time clause with the simple past simple past and past progressive one point grammar lesson 2 2 6 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
happy halloween this is a short video i made to wish my student a happy halloween	0
rocky road rocky road is a hard rock tune with a powerful accompaniment track featuring the note b a g it is great for beginner or intermediate student very fun and easy to play the zip file includes two audio accompaniment track one for demonstration w or recorder and one for classroom and concert performance instrumental a pdf file to copy for your student teacher note fingering chart like the kid say it will rock your six	0
ap skill quick-simple reference sheet succinct sheet to hand student in ap world ap euro or apush to introduce skill and for them to use during early year project assignment or quiz student have enjoyed this document utilitarian nature and comprehensiveness	0
operation cookie cooky in operation cookie student use girl scout cookie data to practice substituting value to determine if they are solution writing and solving one-step addition and multiplication equation solving word problem involving division of fraction by fraction and using visual fraction model to represent division problem a troop leader they must develop a set of incentive that align with realistic goal for their scout this performance task ha different edition for 4 girl scout cooky	1
what to the slave is the 4th of july by frederick douglas text and question frederick douglas 1818-1895 wa an african american social reformer orator and writer a self taught man he escaped from slavery and eventually became a leader in the abolitionist movement in this speech delivered to a crowd of abolitionist in new york douglas reminds his audience that the fourth of july while a triumph for many american pass a a day of mourning of unfulfilled promise for others	0
animal population ela in animal population student use real information on different wildlife park to practice argument reading and writing in a real world context a public relation representative they have to persuade the public to sign up to an animal adoption campaign to save the animal in their park they read persuasive text and information about animal population in their chosen park before writing a summary paragraph for a flayer they then meet with park executive about their campaign and write a formal proposal the task end with the opportunity to develop argument writing in several different way this performance task ha edition for africa and north america	0
using and or but or so with the simple past simple past and past progressive one point grammar lesson 2 2 5 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
spanish target language poster aquí se habla español hearing too much english in your world language classroom use these simple and beautiful poster to give student a gentle reminder here we use the target language how can i use it -students learning spanish-students in grade k-12includes -10 page of content-five different design with aqu and acute se habla espa and tilde lo text and original design-posters in a 3 size and a 4 size	0
using intercept summarize the main idea of a reading create visual aid and come up with new question using a four square concept matrix this resource is from the ck-12 library	1
advanced technology technology and it influence on our life future simple going to tag current trend presentation prezi	0
heavy medal counting xtreme athlete in heavy medal counting student use real data on the medal won by their favorite xtreme sport hero to practice counting object to 20 when they finish they can practice again using data on another sporting hero this essential ha different edition for 6 xtreme sport hero including shaun white tony hawk and dave mirra	1
special product of polynomial an explanation of the concept this video provides an explanation of some special product of polynomial this resource is from the ck-12 library	1
animal cell model interactive thinglink image to learn about part of a cell and their form or function	0
medieval project student research a topic from the middle age and then create a fax stained glass window to tell the story a window enabled the illiterate to read story during the medieval period material for the window include 11x 1 7 black construction paper sheet of vellum and watercolor pencil	0
quadratic-linear system graphically foldable using a foldable to graph quadratic-linear system foldables are interactive graphic organizer which encourage student ownership of their class note the cover page of the foldable consists of 3 graph of quadratic-linear system showing 2 solution 1 solution and no solution the inside of the foldable consists of 3 example each includes a table for the quadratic equation and a graph grid an answer key is provided	1
the gilded age rpg student role-play a one type of actor during the american gilded age 1877-1898 they attempt to gather token wield power and improve their life through competition and cooperation	0
the problem with weak handshake a very hands-on activity this low-floor high-ceiling task is great for a beginning of the year introduction to your class you can use this lesson to emphasize the use of multiple strategy the power of mathematics and of course the best way to make a great first impression mathematical domain statistic and probability function standard grade level 6-9 hsf-bf a 2 topic number sense problem solving multiple strategy combination arithmetic series first day activity grade level s 6 7 8 9 duration approximately 1-2 hour resource lesson plan individual powerpoint presentation pdf activity	1
pirate bump math game to practice basic addition fact and math strategy material needed 2 dice and 10 game marker per student game direction student will roll 2 dice and add them together they will find the answer on the game board and place a marker on it if another player ha one game piece on that spot the player can bump that piece and place their own there once a player ha 2 game piece on a spot if freeze that spot and a player will lose a turn if their answer is covered	1
joy luck club chart to help keep character straight daughter	0
interactive game laying hen kindergarten phonics one of a set of interactive on line game to help young child develop phonics skill there are printable worksheet that provide further consolidation of these skill	0
embryology matching card this is an activity for embryology matching card which is very easily modified and adaptable it is aligned to ng and very well-organized and ready to use this activity is good for limited technology and all inclusive saving time for that busy teacher great hand-drawn graphic review the stage of embryo development with beautifully hand-drawn picture student place card in order and match description to card c 3 frog lady 2012 suggested ng application h inheritance and variation of trait by hs-ls 1 -1 l 1 b growth and development of organism in multicellular organism the organism to grow the organism begin a a single cell fertilized egg that divide successively to produce many cell with hs-ls 1 -4 from molecule to organism structure and process disciplinary core idea l 1 b growth and development of organism in multicellular organism the organism to grow the organism begin a a single cell fertilized egg that divide successively to produce many cell with ms-ls 1 -1 from molecule to organism structure and process living thing are made of cell either one cell or many different number and type of cell [ clarification field of science and scientific discovery have led to the development of entire industry and engineered system hs-ls 1 from molecule to organism structure and process assessment doe not include identification of specific cell or tissue type whole body system specific protein structure and stomach response to moisture and temperature and root development in response to water level ] [ assessment boundary assessment	0
exploring probability lesson 1 this screen cast emphasizes critical thinking a student are asked to place probability vocabulary word in the correct sequence across a number line from 0 to 1	1
drought increase coffee bean price the drought did not just close down ski resort and impact agriculture it also increased coffee bean price due to a bean condition called coffee disease rust the widespread impact might even have customer at the local coffee chop feeling the price change about this resource this resource feature a real world public radio story listening comprehension question and classroom discussion theme about listen current listen current make it easy to bring authentic voice and compelling non-fiction story to the classroom we curate the best of public radio to keep teaching connected to the real world and build student listening skill at the same time for more information and teaching idea	0
counting record breaker world record in counting record breaker student use their favorite active or sporting world record to practice counting forward in a sequence from a given number when they finish they can practice again using another record and different number this essential ha different edition for 6 world record including wheelie hop yo-yo trick and double-jump rope jump	1
geometry recognize and draw shape from clue this pdf is of a nearpod presentation about shape it will give you a glimpse of what you can expect from nearpod and it capability to enhance your classroom experience via this presentation you and your student will learn how to recognize and draw shape from clue math elementary school age 6 plus	1
switch it up looking at switch case in this booklet	0
elementary algebra elementary algebra	1
history through trade student discover trade route and the impact of trade on government society economics and global relation top trade good challenge _________________________ go technology -find answer to following question for your trade good earliest location of origin trade route it wa used on influence on culture language literature social custom or religion include a quote about this product how is processed into a finished product what different us are there for the product drama economy and government are symbiotic explore the action of government to regulate tax and control the trade good what conflict and negotiation have incurred a an impact of this trade good value to a country	0
religion introduction for religion education	0
excerpt from narrative of the life of frederick douglas text and question frederick douglas 1818 1895 wa born a slave but became a social reformer abolitionist orator writer and statesman a a child douglas began learning to read and write with the help of his master s wife lucretia auld understanding the value of education he continued to teach himself after douglas escaped from slavery he became a leader of the abolitionist movement gaining note for his dazzling oratory and incisive antislavery writing he stood a a living counterexample to slaveholder argument that slave lacked the intellectual capacity to function a independent american citizen in this excerpt from chapter 11 of his book douglas describes his escape from slavery and the challenge he faced upon becoming a free man	0
adjective with er and more adjective one point grammar lesson 1 9 4 each one point grammar lesson is a ready-to-go package that enables teacher to confidently present a discrete item of grammar to student and immediately check their comprehension with an accompanying activity worksheet lesson are designed to take between 10 30 minute but are flexible and can be combined with other activity a desired this zip file contains everything you need to teach a successful lesson a powerpoint pt presentation on the focus grammar point and a one-page printable worksheet with answer key for practice the powerpoint is ready-made for teacher to present the language in a classroom and contains chart explanation example and image to support understanding of the concept the worksheet is provided in two form a a fixed pdf that can be printed out and used a is and a an editable word document that can be personalized there are a total 351 one point grammar lesson across 3 level 95 lesson are at high beginner cefr a 2 138 at intermediate cefr b 1 and 118 at high intermediate cefr b 2 each lesson is sold separately or the entire collection is available in a single package one point grammar lesson content form a part of a comprehensive grammar course element of success grammar for language learning the course help student learn grammar and remember it it cover the grammar student find when reading academic text a well a the grammar they will need to communicate in english and to write effectively chart and activity all feature authentic corpus-based language based on the 2-billion-word oxford english corpus so that student learn grammar a it is really used	0
